onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,last_beat,last_beat_ref
0.0,0.5,0.0,0.5,0,12,36,5,n9-1,0.0,0.5
0.25,0.25,0.25,0.25,6,6,52,1,n2-1,0.0,0.5
0.5,0.25,0.5,0.25,12,6,55,1,n3-1,0.0,0.5
0.75,0.25,0.75,0.25,18,6,60,1,n4-1,0.0,0.5
1.0,0.25,1.0,0.25,24,6,64,1,n5-1,1.0,1.585938
1.0,1.0,1.0,1.0,24,24,79,5,n11-1,1.0,1.585938
1.25,0.25,1.25,0.25,30,6,52,1,n6-1,1.0,1.585938
1.5,0.25,1.5,0.25,36,6,55,1,n7-1,1.0,1.585938
1.75,0.25,1.75,0.25,42,6,60,1,n8-1,1.0,1.585938
2.0,0.25,2.0,0.25,48,6,64,1,n12-1,2.0,2.186979
2.0,1.5,2.0,1.5,48,36,79,5,n20-1,2.0,2.186979
2.25,0.25,2.25,0.25,54,6,52,1,n13-1,2.0,2.186979
2.5,0.25,2.5,0.25,60,6,55,1,n14-1,2.0,2.186979
2.75,0.25,2.75,0.25,66,6,60,1,n15-1,2.0,2.186979
3.0,0.25,3.0,0.25,72,6,64,1,n16-1,3.0,2.720833
3.25,0.25,3.25,0.25,78,6,52,1,n17-1,3.0,2.720833
3.5,0.25,3.5,0.25,84,6,55,1,n18-1,3.0,2.720833
3.5,0.5,3.5,0.5,84,12,76,5,n21-1,3.0,2.720833
3.75,0.25,3.75,0.25,90,6,60,1,n19-1,3.0,2.720833
4.0,1.0,4.0,1.0,96,24,74,5,n30-1,4.0,3.33125
4.25,0.25,4.25,0.25,102,6,53,1,n23-1,4.0,3.33125
4.5,0.25,4.5,0.25,108,6,55,1,n24-1,4.0,3.33125
4.75,0.25,4.75,0.25,114,6,59,1,n25-1,4.0,3.33125
5.0,0.25,5.0,0.25,120,6,62,1,n26-1,5.0,3.820833
5.0,1.0,5.0,1.0,120,24,67,5,n31-1,5.0,3.820833
5.25,0.25,5.25,0.25,126,6,53,1,n27-1,5.0,3.820833
5.5,0.25,5.5,0.25,132,6,55,1,n28-1,5.0,3.820833
5.75,0.25,5.75,0.25,138,6,59,1,n29-1,5.0,3.820833
6.0,1.0,6.0,1.0,144,24,72,5,n40-1,6.0,4.38125
6.25,0.25,6.25,0.25,150,6,52,1,n33-1,6.0,4.38125
6.5,0.25,6.5,0.25,156,6,55,1,n34-1,6.0,4.38125
6.75,0.25,6.75,0.25,162,6,60,1,n35-1,6.0,4.38125
7.0,0.25,7.0,0.25,168,6,64,1,n36-1,7.0,4.922917
7.0,0.5,7.0,0.5,168,12,76,5,n41-1,7.0,4.922917
7.25,0.25,7.25,0.25,174,6,52,1,n37-1,7.0,4.922917
7.5,0.25,7.5,0.25,180,6,55,1,n38-1,7.0,4.922917
7.75,0.25,7.75,0.25,186,6,48,5,n43-1,7.0,4.922917
7.75,0.25,7.75,0.25,186,6,60,1,n39-1,7.0,4.922917
8.0,0.5,8.0,0.5,192,12,36,5,n52-1,8.0,5.516667
8.25,0.25,8.25,0.25,198,6,52,1,n45-1,8.0,5.516667
8.5,0.25,8.5,0.25,204,6,55,1,n46-1,8.0,5.516667
8.75,0.25,8.75,0.25,210,6,60,1,n47-1,8.0,5.516667
9.0,0.25,9.0,0.25,216,6,64,1,n48-1,9.0,6.000521
9.0,1.0,9.0,1.0,216,24,79,5,n54-1,9.0,6.000521
9.25,0.25,9.25,0.25,222,6,52,1,n49-1,9.0,6.000521
9.5,0.25,9.5,0.25,228,6,55,1,n50-1,9.0,6.000521
9.75,0.25,9.75,0.25,234,6,60,1,n51-1,9.0,6.000521
10.0,0.25,10.0,0.25,240,6,64,1,n55-1,10.0,6.51875
10.0,1.5,10.0,1.5,240,36,79,5,n63-1,10.0,6.51875
10.25,0.25,10.25,0.25,246,6,52,1,n56-1,10.0,6.51875
10.5,0.25,10.5,0.25,252,6,55,1,n57-1,10.0,6.51875
10.75,0.25,10.75,0.25,258,6,60,1,n58-1,10.0,6.51875
11.0,0.25,11.0,0.25,264,6,64,1,n59-1,11.0,7.060417
11.25,0.25,11.25,0.25,270,6,52,1,n60-1,11.0,7.060417
11.5,0.25,11.5,0.25,276,6,55,1,n61-1,11.0,7.060417
11.5,0.5,11.5,0.5,276,12,76,5,n64-1,11.0,7.060417
11.75,0.25,11.75,0.25,282,6,60,1,n62-1,11.0,7.060417
12.0,1.0,12.0,1.0,288,24,74,5,n73-1,12.0,7.614583
12.25,0.25,12.25,0.25,294,6,53,1,n66-1,12.0,7.614583
12.5,0.25,12.5,0.25,300,6,55,1,n67-1,12.0,7.614583
12.75,0.25,12.75,0.25,306,6,59,1,n68-1,12.0,7.614583
13.0,0.25,13.0,0.25,312,6,62,1,n69-1,13.0,8.120833
13.0,1.0,13.0,1.0,312,24,67,5,n74-1,13.0,8.120833
13.25,0.25,13.25,0.25,318,6,53,1,n70-1,13.0,8.120833
13.5,0.25,13.5,0.25,324,6,55,1,n71-1,13.0,8.120833
13.75,0.25,13.75,0.25,330,6,59,1,n72-1,13.0,8.120833
14.0,0.5,14.0,0.5,336,12,72,5,n82-1,14.0,8.633333
14.5,0.25,14.5,0.25,348,6,52,1,n76-1,14.0,8.633333
14.75,0.25,14.75,0.25,354,6,55,1,n77-1,14.0,8.633333
15.0,0.25,15.0,0.25,360,6,60,1,n78-1,15.0,9.211458
15.25,0.25,15.25,0.25,366,6,64,1,n79-1,15.0,9.211458
15.5,0.25,15.5,0.25,372,6,62,1,n80-1,15.0,9.211458
15.75,0.25,15.75,0.25,378,6,43,5,n86-1,15.0,9.211458
15.75,0.25,15.75,0.25,378,6,60,1,n81-1,15.0,9.211458
16.0,0.5,16.0,0.5,384,12,31,5,n95-1,16.0,9.670833
16.0,0.25,16.0,0.25,384,6,59,1,n87-1,16.0,9.670833
16.25,0.25,16.25,0.25,390,6,55,1,n88-1,16.0,9.670833
16.5,0.25,16.5,0.25,396,6,59,1,n89-1,16.0,9.670833
16.75,0.25,16.75,0.25,402,6,62,1,n90-1,16.0,9.670833
17.0,0.25,17.0,0.25,408,6,67,1,n91-1,17.0,10.26875
17.0,1.0,17.0,1.0,408,24,77,5,n97-1,17.0,10.26875
17.25,0.25,17.25,0.25,414,6,55,1,n92-1,17.0,10.26875
17.5,0.25,17.5,0.25,420,6,59,1,n93-1,17.0,10.26875
17.75,0.25,17.75,0.25,426,6,62,1,n94-1,17.0,10.26875
18.0,0.25,18.0,0.25,432,6,67,1,n98-1,18.0,10.770834
18.0,1.5,18.0,1.5,432,36,77,5,n106-1,18.0,10.770834
18.25,0.25,18.25,0.25,438,6,55,1,n99-1,18.0,10.770834
18.5,0.25,18.5,0.25,444,6,59,1,n100-1,18.0,10.770834
18.75,0.25,18.75,0.25,450,6,62,1,n101-1,18.0,10.770834
19.0,0.25,19.0,0.25,456,6,67,1,n102-1,19.0,11.294792
19.25,0.25,19.25,0.25,462,6,55,1,n103-1,19.0,11.294792
19.5,0.25,19.5,0.25,468,6,59,1,n104-1,19.0,11.294792
19.5,0.5,19.5,0.5,468,12,74,5,n107-1,19.0,11.294792
19.75,0.25,19.75,0.25,474,6,67,1,n105-1,19.0,11.294792
20.0,1.0,20.0,1.0,480,24,76,5,n116-1,20.0,11.889583
20.25,0.25,20.25,0.25,486,6,55,1,n109-1,20.0,11.889583
20.5,0.25,20.5,0.25,492,6,60,1,n110-1,20.0,11.889583
20.75,0.25,20.75,0.25,498,6,67,1,n111-1,20.0,11.889583
21.0,1.0,21.0,1.0,504,24,72,5,n117-1,21.0,12.39375
21.25,0.25,21.25,0.25,510,6,55,1,n113-1,21.0,12.39375
21.5,0.25,21.5,0.25,516,6,64,1,n114-1,21.0,12.39375
21.75,0.25,21.75,0.25,522,6,67,1,n115-1,21.0,12.39375
22.0,1.0,22.0,1.0,528,24,71,5,n126-1,22.0,12.911458
22.25,0.25,22.25,0.25,534,6,55,1,n119-1,22.0,12.911458
22.5,0.25,22.5,0.25,540,6,62,1,n120-1,22.0,12.911458
22.75,0.25,22.75,0.25,546,6,67,1,n121-1,22.0,12.911458
23.0,0.5,23.0,0.5,552,12,74,5,n127-1,23.0,13.388542
23.25,0.25,23.25,0.25,558,6,55,1,n123-1,23.0,13.388542
23.5,0.25,23.5,0.25,564,6,59,1,n124-1,23.0,13.388542
23.75,0.25,23.75,0.25,570,6,43,5,n129-1,23.0,13.388542
23.75,0.25,23.75,0.25,570,6,67,1,n125-1,23.0,13.388542
24.0,0.5,24.0,0.5,576,12,31,5,n138-1,24.0,13.959375
24.25,0.25,24.25,0.25,582,6,55,1,n131-1,24.0,13.959375
24.5,0.25,24.5,0.25,588,6,59,1,n132-1,24.0,13.959375
24.75,0.25,24.75,0.25,594,6,62,1,n133-1,24.0,13.959375
25.0,0.25,25.0,0.25,600,6,67,1,n134-1,25.0,14.501563
25.0,1.0,25.0,1.0,600,24,77,5,n140-1,25.0,14.501563
25.25,0.25,25.25,0.25,606,6,55,1,n135-1,25.0,14.501563
25.5,0.25,25.5,0.25,612,6,59,1,n136-1,25.0,14.501563
25.75,0.25,25.75,0.25,618,6,62,1,n137-1,25.0,14.501563
26.0,0.25,26.0,0.25,624,6,67,1,n141-1,26.0,15.013021
26.0,1.5,26.0,1.5,624,36,77,5,n149-1,26.0,15.013021
26.25,0.25,26.25,0.25,630,6,55,1,n142-1,26.0,15.013021
26.5,0.25,26.5,0.25,636,6,59,1,n143-1,26.0,15.013021
26.75,0.25,26.75,0.25,642,6,62,1,n144-1,26.0,15.013021
27.0,0.25,27.0,0.25,648,6,67,1,n145-1,27.0,15.522917
27.25,0.25,27.25,0.25,654,6,55,1,n146-1,27.0,15.522917
27.5,0.25,27.5,0.25,660,6,59,1,n147-1,27.0,15.522917
27.5,0.5,27.5,0.5,660,12,74,5,n150-1,27.0,15.522917
27.75,0.25,27.75,0.25,666,6,67,1,n148-1,27.0,15.522917
28.0,1.0,28.0,1.0,672,24,75,5,n159-1,28.0,16.141666
28.25,0.25,28.25,0.25,678,6,55,1,n152-1,28.0,16.141666
28.5,0.25,28.5,0.25,684,6,60,1,n153-1,28.0,16.141666
28.75,0.25,28.75,0.25,690,6,67,1,n154-1,28.0,16.141666
29.0,1.0,29.0,1.0,696,24,72,5,n160-1,29.0,16.644793
29.25,0.25,29.25,0.25,702,6,55,1,n156-1,29.0,16.644793
29.5,0.25,29.5,0.25,708,6,63,1,n157-1,29.0,16.644793
29.75,0.25,29.75,0.25,714,6,67,1,n158-1,29.0,16.644793
30.0,1.0,30.0,1.0,720,24,71,5,n169-1,30.0,17.173958
30.25,0.25,30.25,0.25,726,6,55,1,n162-1,30.0,17.173958
30.5,0.25,30.5,0.25,732,6,62,1,n163-1,30.0,17.173958
30.75,0.25,30.75,0.25,738,6,67,1,n164-1,30.0,17.173958
31.0,1.0,31.0,1.0,744,24,74,5,n170-1,31.0,17.642708
31.25,0.25,31.25,0.25,750,6,55,1,n166-1,31.0,17.642708
31.5,0.25,31.5,0.25,756,6,59,1,n167-1,31.0,17.642708
31.75,0.25,31.75,0.25,762,6,67,1,n168-1,31.0,17.642708
32.0,1.0,32.0,1.0,768,24,76,5,n179-1,32.0,18.18125
32.25,0.25,32.25,0.25,774,6,55,1,n172-1,32.0,18.18125
32.5,0.25,32.5,0.25,780,6,60,1,n173-1,32.0,18.18125
32.75,0.25,32.75,0.25,786,6,67,1,n174-1,32.0,18.18125
33.0,1.0,33.0,1.0,792,24,72,5,n180-1,33.0,18.659374
33.25,0.25,33.25,0.25,798,6,55,1,n176-1,33.0,18.659374
33.5,0.25,33.5,0.25,804,6,64,1,n177-1,33.0,18.659374
33.75,0.25,33.75,0.25,810,6,67,1,n178-1,33.0,18.659374
34.0,1.0,34.0,1.0,816,24,71,5,n189-1,34.0,19.179167
34.25,0.25,34.25,0.25,822,6,55,1,n182-1,34.0,19.179167
34.5,0.25,34.5,0.25,828,6,62,1,n183-1,34.0,19.179167
34.75,0.25,34.75,0.25,834,6,67,1,n184-1,34.0,19.179167
35.0,1.0,35.0,1.0,840,24,74,5,n190-1,35.0,19.688541
35.25,0.25,35.25,0.25,846,6,55,1,n186-1,35.0,19.688541
35.5,0.25,35.5,0.25,852,6,59,1,n187-1,35.0,19.688541
35.75,0.25,35.75,0.25,858,6,67,1,n188-1,35.0,19.688541
36.0,1.0,36.0,1.0,864,24,75,5,n199-1,36.0,20.332293
36.25,0.25,36.25,0.25,870,6,55,1,n192-1,36.0,20.332293
36.5,0.25,36.5,0.25,876,6,60,1,n193-1,36.0,20.332293
36.75,0.25,36.75,0.25,882,6,67,1,n194-1,36.0,20.332293
37.0,1.0,37.0,1.0,888,24,72,5,n200-1,37.0,20.913542
37.25,0.25,37.25,0.25,894,6,55,1,n196-1,37.0,20.913542
37.5,0.25,37.5,0.25,900,6,60,1,n197-1,37.0,20.913542
37.75,0.25,37.75,0.25,906,6,63,1,n198-1,37.0,20.913542
38.0,1.0,38.0,1.0,912,24,79,5,n209-1,38.0,21.461458
38.25,0.25,38.25,0.25,918,6,55,1,n202-1,38.0,21.461458
38.5,0.25,38.5,0.25,924,6,59,1,n203-1,38.0,21.461458
38.75,0.25,38.75,0.25,930,6,62,1,n204-1,38.0,21.461458
39.0,1.0,39.0,1.0,936,24,79,5,n210-1,39.0,21.985416
39.25,0.25,39.25,0.25,942,6,55,1,n206-1,39.0,21.985416
39.5,0.25,39.5,0.25,948,6,60,1,n207-1,39.0,21.985416
39.75,0.25,39.75,0.25,954,6,63,1,n208-1,39.0,21.985416
40.0,1.0,40.0,1.0,960,24,79,5,n219-1,40.0,22.454166
40.25,0.25,40.25,0.25,966,6,55,1,n212-1,40.0,22.454166
40.5,0.25,40.5,0.25,972,6,59,1,n213-1,40.0,22.454166
40.75,0.25,40.75,0.25,978,6,62,1,n214-1,40.0,22.454166
41.0,1.0,41.0,1.0,984,24,79,5,n220-1,41.0,22.939583
41.25,0.25,41.25,0.25,990,6,55,1,n216-1,41.0,22.939583
41.5,0.25,41.5,0.25,996,6,60,1,n217-1,41.0,22.939583
41.75,0.25,41.75,0.25,1002,6,63,1,n218-1,41.0,22.939583
42.0,1.0,42.0,1.0,1008,24,79,5,n229-1,42.0,23.446875
42.25,0.25,42.25,0.25,1014,6,55,1,n222-1,42.0,23.446875
42.5,0.25,42.5,0.25,1020,6,59,1,n223-1,42.0,23.446875
42.75,0.25,42.75,0.25,1026,6,62,1,n224-1,42.0,23.446875
43.0,1.0,43.0,1.0,1032,24,79,5,n230-1,43.0,23.984375
43.25,0.25,43.25,0.25,1038,6,55,1,n226-1,43.0,23.984375
43.5,0.25,43.5,0.25,1044,6,57,1,n227-1,43.0,23.984375
