onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,last_beat,last_beat_ref
0.0,4.0,0.0,4.0,0,96,48,5,n15-1,0.0,2.034587
0.0,4.0,0.0,4.0,0,96,55,5,n16-1,0.0,2.034587
0.0,2.0,0.0,2.0,0,48,60,1,n1-1,0.0,2.034587
0.0,2.0,0.0,2.0,0,48,64,1,n2-1,0.0,2.034587
2.0,0.25,2.0,0.25,48,6,59,1,n3-1,2.0,2.96207
2.0,0.25,2.0,0.25,48,6,62,1,n4-1,2.0,2.96207
2.25,0.25,2.25,0.25,54,6,60,1,n5-1,2.0,2.96207
2.25,0.25,2.25,0.25,54,6,64,1,n6-1,2.0,2.96207
2.5,0.25,2.5,0.25,60,6,59,1,n7-1,2.0,2.96207
2.5,0.25,2.5,0.25,60,6,62,1,n8-1,2.0,2.96207
2.75,0.25,2.75,0.25,66,6,60,1,n9-1,2.0,2.96207
2.75,0.25,2.75,0.25,66,6,64,1,n10-1,2.0,2.96207
3.0,0.5,3.0,0.5,72,12,62,1,n11-1,3.0,3.3500235
3.0,0.5,3.0,0.5,72,12,65,1,n12-1,3.0,3.3500235
3.5,0.5,3.5,0.5,84,12,60,1,n13-1,3.0,3.3500235
3.5,0.5,3.5,0.5,84,12,64,1,n14-1,3.0,3.3500235
4.0,1.0,4.0,1.0,96,24,43,5,n22-1,4.0,3.801412
4.0,1.0,4.0,1.0,96,24,55,5,n23-1,4.0,3.801412
4.0,1.0,4.0,1.0,96,24,59,1,n17-1,4.0,3.801412
4.0,1.0,4.0,1.0,96,24,62,1,n18-1,4.0,3.801412
5.0,1.0,5.0,1.0,120,24,43,5,n24-1,5.0,4.301545
5.0,1.0,5.0,1.0,120,24,55,5,n25-1,5.0,4.301545
5.0,1.0,5.0,1.0,120,24,59,1,n19-1,5.0,4.301545
5.0,1.0,5.0,1.0,120,24,67,1,n20-1,5.0,4.301545
8.0,4.0,8.0,4.0,192,96,43,5,n41-1,8.0,5.9508486
8.0,4.0,8.0,4.0,192,96,59,5,n42-1,8.0,5.9508486
8.0,2.0,8.0,2.0,192,48,62,1,n27-1,8.0,5.9508486
8.0,2.0,8.0,2.0,192,48,65,1,n28-1,8.0,5.9508486
10.0,0.25,10.0,0.25,240,6,61,1,n29-1,10.0,6.830923
10.0,0.25,10.0,0.25,240,6,64,1,n30-1,10.0,6.830923
10.25,0.25,10.25,0.25,246,6,62,1,n31-1,10.0,6.830923
10.25,0.25,10.25,0.25,246,6,65,1,n32-1,10.0,6.830923
10.5,0.25,10.5,0.25,252,6,61,1,n33-1,10.0,6.830923
10.5,0.25,10.5,0.25,252,6,64,1,n34-1,10.0,6.830923
10.75,0.25,10.75,0.25,258,6,62,1,n35-1,10.0,6.830923
10.75,0.25,10.75,0.25,258,6,65,1,n36-1,10.0,6.830923
11.0,0.5,11.0,0.5,264,12,64,1,n37-1,11.0,7.198844
11.0,0.5,11.0,0.5,264,12,67,1,n38-1,11.0,7.198844
11.5,0.5,11.5,0.5,276,12,62,1,n39-1,11.0,7.198844
11.5,0.5,11.5,0.5,276,12,65,1,n40-1,11.0,7.198844
12.0,1.0,12.0,1.0,288,24,48,5,n48-1,12.0,7.65691
12.0,1.0,12.0,1.0,288,24,55,5,n49-1,12.0,7.65691
12.0,1.0,12.0,1.0,288,24,60,1,n43-1,12.0,7.65691
