onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,last_beat,last_beat_ref
1.0,2.0,1.0,2.0,480,960,32,5,n2-1,1.0,0.0
2.0,2.0,2.0,2.0,960,960,44,6,n4-1,2.0,0.841146
3.0,6.0,3.0,6.0,1440,2880,32,5,n3-1,3.0,2.699219
4.0,5.0,4.0,5.0,1920,2400,44,5,n25-1,4.0,4.925781
4.5,0.5,4.5,0.5,2160,240,56,1,n6-1,4.0,4.925781
4.5,0.5,4.5,0.5,2160,240,59,1,n7-1,4.0,4.925781
4.5,0.5,4.5,0.5,2160,240,64,1,n8-1,4.0,4.925781
5.0,0.5,5.0,0.5,2400,240,57,1,n9-1,5.0,10.83138
5.0,0.5,5.0,0.5,2400,240,61,1,n10-1,5.0,10.83138
5.5,0.5,5.5,0.5,2640,240,52,1,n11-1,5.0,10.83138
5.5,0.5,5.5,0.5,2640,240,56,1,n12-1,5.0,10.83138
5.5,0.5,5.5,0.5,2640,240,59,1,n13-1,5.0,10.83138
6.0,0.5,6.0,0.5,2880,240,57,1,n14-1,6.0,11.837891
6.0,0.5,6.0,0.5,2880,240,61,1,n15-1,6.0,11.837891
6.5,0.5,6.5,0.5,3120,240,56,1,n16-1,6.0,11.837891
6.5,0.5,6.5,0.5,3120,240,59,1,n17-1,6.0,11.837891
6.5,0.5,6.5,0.5,3120,240,64,1,n18-1,6.0,11.837891
7.0,0.5,7.0,0.5,3360,240,57,1,n19-1,7.0,12.742838
7.0,0.5,7.0,0.5,3360,240,61,1,n20-1,7.0,12.742838
7.5,0.5,7.5,0.5,3600,240,61,1,n21-1,7.0,12.742838
7.5,0.5,7.5,0.5,3600,240,64,1,n22-1,7.0,12.742838
7.5,0.5,7.5,0.5,3600,240,69,1,n23-1,7.0,12.742838
8.0,1.0,8.0,1.0,3840,480,62,1,n26-1,8.0,14.175781
8.0,1.0,8.0,1.0,3840,480,66,1,n27-1,8.0,14.175781
9.0,2.0,9.0,2.0,4320,960,32,5,n32-1,9.0,17.94401
10.0,2.0,10.0,2.0,4800,960,44,6,n34-1,10.0,19.239582
11.0,6.0,11.0,6.0,5280,2880,32,5,n33-1,11.0,20.78776
12.0,5.0,12.0,5.0,5760,2400,44,5,n55-1,12.0,22.798178
12.5,0.5,12.5,0.5,6000,240,61,1,n36-1,12.0,22.798178
12.5,0.5,12.5,0.5,6000,240,64,1,n37-1,12.0,22.798178
12.5,0.5,12.5,0.5,6000,240,69,1,n38-1,12.0,22.798178
13.0,0.5,13.0,0.5,6240,240,62,1,n39-1,13.0,27.53125
13.0,0.5,13.0,0.5,6240,240,66,1,n40-1,13.0,27.53125
13.5,0.5,13.5,0.5,6480,240,57,1,n41-1,13.0,27.53125
13.5,0.5,13.5,0.5,6480,240,61,1,n42-1,13.0,27.53125
13.5,0.5,13.5,0.5,6480,240,64,1,n43-1,13.0,27.53125
14.0,0.5,14.0,0.5,6720,240,62,1,n44-1,14.0,28.55599
14.0,0.5,14.0,0.5,6720,240,66,1,n45-1,14.0,28.55599
