onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,last_beat,last_beat_ref
-1.0,0.75,-1.0,0.75,0,90,48,1,n1-1,-1.0,1.519763
-0.25,0.25,-0.25,0.25,90,30,52,1,n2-1,-1.0,1.519763
0.0,1.0,0.0,1.0,120,120,29,6,n11-1,0.0,2.1734755
0.0,1.5,0.0,1.5,120,180,41,6,n12-1,0.0,2.1734755
0.0,1.0,0.0,1.0,120,120,45,5,n7-1,0.0,2.1734755
0.0,2.0,0.0,2.0,120,240,53,1,n4-1,0.0,2.1734755
1.0,0.5,1.0,0.5,240,60,31,6,n13-1,1.0,2.8765996
1.0,0.5,1.0,0.5,240,60,46,5,n8-1,1.0,2.8765996
2.0,0.75,2.0,0.75,360,90,60,1,n5-1,2.0,3.661855
2.75,0.25,2.75,0.25,450,30,64,1,n6-1,2.0,3.661855
3.0,1.0,3.0,1.0,480,120,45,7,n24-1,3.0,4.3396053
3.0,1.5,3.0,1.5,480,180,53,6,n21-1,3.0,4.3396053
3.0,1.0,3.0,1.0,480,120,60,2,n18-1,3.0,4.3396053
3.0,2.0,3.0,2.0,480,240,65,1,n15-1,3.0,4.3396053
4.0,0.5,4.0,0.5,600,60,46,7,n25-1,4.0,5.0741134
4.0,0.5,4.0,0.5,600,60,62,2,n19-1,4.0,5.0741134
5.0,0.75,5.0,0.75,720,90,72,1,n16-1,5.0,5.969545
5.75,0.25,5.75,0.25,810,30,77,1,n17-1,5.0,5.969545
6.0,2.0,6.0,2.0,840,240,60,7,n38-1,6.0,6.686692
6.0,0.75,6.0,0.75,840,90,65,6,n32-1,6.0,6.686692
6.0,1.75,6.0,1.75,840,210,81,1,n26-1,6.0,6.686692
6.75,0.25,6.75,0.25,930,30,69,6,n33-1,6.0,6.686692
7.0,0.75,7.0,0.75,960,90,72,6,n34-1,7.0,7.381136
7.75,0.25,7.75,0.25,1050,30,69,6,n35-1,7.0,7.381136
7.75,0.25,7.75,0.25,1050,30,77,1,n28-1,7.0,7.381136
8.0,1.0,8.0,1.0,1080,120,60,7,n39-1,8.0,8.039522
8.0,0.75,8.0,0.75,1080,90,70,6,n36-1,8.0,8.039522
8.0,0.75,8.0,0.75,1080,90,79,1,n29-1,8.0,8.039522
8.75,0.25,8.75,0.25,1170,30,67,6,n37-1,8.0,8.039522
8.75,0.25,8.75,0.25,1170,30,76,1,n30-1,8.0,8.039522
9.0,1.0,9.0,1.0,1200,120,65,7,n47-1,9.0,8.748656
9.0,1.0,9.0,1.0,1200,120,69,6,n45-1,9.0,8.748656
9.0,1.0,9.0,1.0,1200,120,77,1,n40-1,9.0,8.748656
11.0,0.75,11.0,0.75,1440,90,48,1,n42-1,11.0,10.380599
11.75,0.25,11.75,0.25,1530,30,52,1,n43-1,11.0,10.380599
12.0,1.0,12.0,1.0,1560,120,29,6,n55-1,12.0,11.053675
12.0,1.5,12.0,1.5,1560,180,41,6,n56-1,12.0,11.053675
12.0,1.0,12.0,1.0,1560,120,45,5,n51-1,12.0,11.053675
12.0,2.0,12.0,2.0,1560,240,53,1,n48-1,12.0,11.053675
13.0,0.5,13.0,0.5,1680,60,31,6,n57-1,13.0,11.75947
13.0,0.5,13.0,0.5,1680,60,46,5,n52-1,13.0,11.75947
14.0,0.75,14.0,0.75,1800,90,60,1,n49-1,14.0,12.43722
14.75,0.25,14.75,0.25,1890,30,64,1,n50-1,14.0,12.43722
15.0,1.0,15.0,1.0,1920,120,45,7,n68-1,15.0,13.10629
15.0,1.5,15.0,1.5,1920,180,53,6,n65-1,15.0,13.10629
15.0,1.0,15.0,1.0,1920,120,60,2,n62-1,15.0,13.10629
15.0,2.0,15.0,2.0,1920,240,65,1,n59-1,15.0,13.10629
16.0,0.5,16.0,0.5,2040,60,46,7,n69-1,16.0,13.844805
16.0,0.5,16.0,0.5,2040,60,62,2,n63-1,16.0,13.844805
17.0,0.75,17.0,0.75,2160,90,72,1,n60-1,17.0,14.779633
17.75,0.25,17.75,0.25,2250,30,77,1,n61-1,17.0,14.779633
18.0,2.0,18.0,2.0,2280,240,60,7,n82-1,18.0,15.619643
18.0,0.75,18.0,0.75,2280,90,65,6,n76-1,18.0,15.619643
18.0,1.75,18.0,1.75,2280,210,81,1,n70-1,18.0,15.619643
18.75,0.25,18.75,0.25,2370,30,69,6,n77-1,18.0,15.619643
19.0,0.75,19.0,0.75,2400,90,72,6,n78-1,19.0,16.298061
19.75,0.25,19.75,0.25,2490,30,69,6,n79-1,19.0,16.298061
19.75,0.25,19.75,0.25,2490,30,77,1,n72-1,19.0,16.298061
20.0,1.0,20.0,1.0,2520,120,60,7,n83-1,20.0,16.899021
20.0,0.75,20.0,0.75,2520,90,70,6,n80-1,20.0,16.899021
20.0,0.75,20.0,0.75,2520,90,79,1,n73-1,20.0,16.899021
20.75,0.25,20.75,0.25,2610,30,67,6,n81-1,20.0,16.899021
20.75,0.25,20.75,0.25,2610,30,76,1,n74-1,20.0,16.899021
21.0,1.0,21.0,1.0,2640,120,65,7,n92-1,21.0,17.593466
21.0,1.0,21.0,1.0,2640,120,69,6,n89-1,21.0,17.593466
21.0,1.0,21.0,1.0,2640,120,77,1,n84-1,21.0,17.593466
23.0,0.75,23.0,0.75,2880,90,53,1,n86-1,23.0,18.816755
23.75,0.25,23.75,0.25,2970,30,57,1,n87-1,23.0,18.816755
24.0,3.0,24.0,3.0,3000,360,41,7,n102-1,24.0,19.469799
24.0,1.0,24.0,1.0,3000,120,41,6,n98-1,24.0,19.469799
