onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,last_beat,last_beat_ref
0.0,0.5,0.0,0.5,0,12,31,4,n8-1,0.0,0.544872
1.0,0.25,1.0,0.25,24,6,55,2,n1-1,1.0,0.955129
1.25,0.25,1.25,0.25,30,6,57,2,n2-1,1.0,0.955129
1.5,0.25,1.5,0.25,36,6,55,2,n3-1,1.0,0.955129
1.75,0.25,1.75,0.25,42,6,50,2,n4-1,1.0,0.955129
2.0,0.5,2.0,0.5,48,12,62,2,n5-1,2.0,1.239317
2.75,0.25,2.75,0.25,66,6,34,4,n12-1,2.0,1.239317
2.75,0.25,2.75,0.25,66,6,50,2,n6-1,2.0,1.239317
2.75,0.25,2.75,0.25,66,6,55,2,n7-1,2.0,1.239317
3.0,0.5,3.0,0.5,72,12,33,5,n23-1,3.0,1.555557
3.0,0.5,3.0,0.5,72,12,48,4,n14-1,3.0,1.555557
3.0,0.5,3.0,0.5,72,12,54,4,n15-1,3.0,1.555557
4.0,0.25,4.0,0.25,96,6,60,4,n16-1,4.0,1.901711
4.25,0.25,4.25,0.25,102,6,62,4,n17-1,4.0,1.901711
4.5,0.25,4.5,0.25,108,6,60,4,n18-1,4.0,1.901711
4.75,0.25,4.75,0.25,114,6,57,4,n19-1,4.0,1.901711
5.0,0.5,5.0,0.5,120,12,69,4,n20-1,5.0,2.172011
5.75,0.25,5.75,0.25,138,6,30,5,n24-1,5.0,2.172011
5.75,0.25,5.75,0.25,138,6,50,4,n21-1,5.0,2.172011
5.75,0.25,5.75,0.25,138,6,60,4,n22-1,5.0,2.172011
6.0,0.5,6.0,0.5,144,12,31,5,n35-1,6.0,2.471156
6.0,0.5,6.0,0.5,144,12,50,4,n26-1,6.0,2.471156
6.0,0.5,6.0,0.5,144,12,58,4,n27-1,6.0,2.471156
7.0,0.25,7.0,0.25,168,6,55,4,n28-1,7.0,2.793806
7.25,0.25,7.25,0.25,174,6,57,4,n29-1,7.0,2.793806
7.5,0.25,7.5,0.25,180,6,55,4,n30-1,7.0,2.793806
7.75,0.25,7.75,0.25,186,6,50,4,n31-1,7.0,2.793806
