onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,last_beat,last_beat_ref
0.0,0.25,0.0,0.25,0,120,41,5,n2-1,0.0,0.5
0.25,0.25,0.25,0.25,120,120,45,5,n3-1,0.0,0.5
0.5,0.25,0.5,0.25,240,120,48,5,n4-1,0.0,0.5
0.75,0.25,0.75,0.25,360,120,53,5,n5-1,0.0,0.5
1.0,0.25,1.0,0.25,480,120,43,5,n6-1,1.0,1.03125
1.25,0.25,1.25,0.25,600,120,52,5,n7-1,1.0,1.03125
1.5,0.25,1.5,0.25,720,120,45,5,n8-1,1.0,1.03125
1.75,0.25,1.75,0.25,840,120,53,5,n9-1,1.0,1.03125
2.0,0.25,2.0,0.25,960,120,46,5,n11-1,2.0,1.514583
2.25,0.25,2.25,0.25,1080,120,55,5,n12-1,2.0,1.514583
2.5,0.25,2.5,0.25,1200,120,48,5,n13-1,2.0,1.514583
2.75,0.25,2.75,0.25,1320,120,57,5,n14-1,2.0,1.514583
3.0,0.25,3.0,0.25,1440,120,50,5,n15-1,3.0,2.019792
3.25,0.25,3.25,0.25,1560,120,58,5,n16-1,3.0,2.019792
3.5,0.25,3.5,0.25,1680,120,52,5,n17-1,3.0,2.019792
3.75,0.25,3.75,0.25,1800,120,60,5,n18-1,3.0,2.019792
4.0,0.25,4.0,0.25,1920,120,57,5,n27-1,4.0,2.492708
4.25,3.75,4.25,3.75,2040,1800,53,5,n28-1,4.0,2.492708
4.25,0.25,4.25,0.25,2040,120,57,1,n20-1,4.0,2.492708
4.5,0.25,4.5,0.25,2160,120,60,1,n21-1,4.0,2.492708
4.75,0.25,4.75,0.25,2280,120,65,1,n22-1,4.0,2.492708
5.0,0.25,5.0,0.25,2400,120,55,1,n23-1,5.0,2.980208
5.25,0.25,5.25,0.25,2520,120,64,1,n24-1,5.0,2.980208
5.5,0.25,5.5,0.25,2640,120,57,1,n25-1,5.0,2.980208
5.75,0.25,5.75,0.25,2760,120,65,1,n26-1,5.0,2.980208
6.0,0.25,6.0,0.25,2880,120,58,1,n30-1,6.0,3.482292
6.25,0.25,6.25,0.25,3000,120,67,1,n31-1,6.0,3.482292
6.5,0.25,6.5,0.25,3120,120,60,1,n32-1,6.0,3.482292
6.75,0.25,6.75,0.25,3240,120,69,1,n33-1,6.0,3.482292
7.0,0.25,7.0,0.25,3360,120,62,1,n34-1,7.0,3.9875
7.25,0.25,7.25,0.25,3480,120,70,1,n35-1,7.0,3.9875
7.5,0.25,7.5,0.25,3600,120,64,1,n36-1,7.0,3.9875
7.75,0.25,7.75,0.25,3720,120,72,1,n37-1,7.0,3.9875
8.0,0.25,8.0,0.25,3840,120,53,5,n43-1,8.0,4.478646
8.0,0.25,8.0,0.25,3840,120,69,1,n39-1,8.0,4.478646
8.25,0.25,8.25,0.25,3960,120,57,5,n44-1,8.0,4.478646
8.25,0.25,8.25,0.25,3960,120,65,1,n40-1,8.0,4.478646
8.5,0.25,8.5,0.25,4080,120,60,5,n45-1,8.0,4.478646
8.5,3.5,8.5,3.5,4080,1680,72,1,n41-1,8.0,4.478646
8.75,0.25,8.75,0.25,4200,120,65,5,n46-1,8.0,4.478646
9.0,0.25,9.0,0.25,4320,120,55,5,n47-1,9.0,4.963542
9.25,0.25,9.25,0.25,4440,120,64,5,n48-1,9.0,4.963542
9.5,0.25,9.5,0.25,4560,120,57,5,n49-1,9.0,4.963542
9.75,0.25,9.75,0.25,4680,120,65,5,n50-1,9.0,4.963542
10.0,0.25,10.0,0.25,4800,120,58,5,n52-1,10.0,5.44375
10.25,0.25,10.25,0.25,4920,120,67,5,n53-1,10.0,5.44375
10.5,0.25,10.5,0.25,5040,120,60,5,n54-1,10.0,5.44375
10.75,0.25,10.75,0.25,5160,120,69,5,n55-1,10.0,5.44375
11.0,0.25,11.0,0.25,5280,120,62,5,n56-1,11.0,5.944792
11.25,0.25,11.25,0.25,5400,120,70,5,n57-1,11.0,5.944792
11.5,0.25,11.5,0.25,5520,120,64,5,n58-1,11.0,5.944792
11.75,0.25,11.75,0.25,5640,120,72,5,n59-1,11.0,5.944792
12.0,0.25,12.0,0.25,5760,120,69,5,n68-1,12.0,6.433333
12.25,3.75,12.25,3.75,5880,1800,65,5,n69-1,12.0,6.433333
12.25,0.25,12.25,0.25,5880,120,69,1,n61-1,12.0,6.433333
12.5,0.25,12.5,0.25,6000,120,72,1,n62-1,12.0,6.433333
12.75,0.25,12.75,0.25,6120,120,77,1,n63-1,12.0,6.433333
13.0,0.25,13.0,0.25,6240,120,67,1,n64-1,13.0,6.963542
13.25,0.25,13.25,0.25,6360,120,76,1,n65-1,13.0,6.963542
13.5,0.25,13.5,0.25,6480,120,69,1,n66-1,13.0,6.963542
13.75,0.25,13.75,0.25,6600,120,77,1,n67-1,13.0,6.963542
14.0,0.25,14.0,0.25,6720,120,70,1,n71-1,14.0,7.458333
14.25,0.25,14.25,0.25,6840,120,79,1,n72-1,14.0,7.458333
14.5,0.25,14.5,0.25,6960,120,72,1,n73-1,14.0,7.458333
14.75,0.25,14.75,0.25,7080,120,81,1,n74-1,14.0,7.458333
15.0,0.25,15.0,0.25,7200,120,74,1,n75-1,15.0,7.960417
15.25,0.25,15.25,0.25,7320,120,82,1,n76-1,15.0,7.960417
15.5,0.25,15.5,0.25,7440,120,76,1,n77-1,15.0,7.960417
15.75,0.25,15.75,0.25,7560,120,84,1,n78-1,15.0,7.960417
16.0,0.25,16.0,0.25,7680,120,65,5,n88-1,16.0,8.444271
16.0,0.25,16.0,0.25,7680,120,81,1,n80-1,16.0,8.444271
16.25,0.25,16.25,0.25,7800,120,69,5,n89-1,16.0,8.444271
16.25,0.25,16.25,0.25,7800,120,77,1,n81-1,16.0,8.444271
16.5,0.25,16.5,0.25,7920,120,60,5,n90-1,16.0,8.444271
16.5,0.25,16.5,0.25,7920,120,84,1,n82-1,16.0,8.444271
16.75,0.25,16.75,0.25,8040,120,67,5,n91-1,16.0,8.444271
16.75,0.25,16.75,0.25,8040,120,76,1,n83-1,16.0,8.444271
17.0,0.25,17.0,0.25,8160,120,62,5,n92-1,17.0,8.945833
17.0,0.25,17.0,0.25,8160,120,77,1,n84-1,17.0,8.945833
17.25,0.25,17.25,0.25,8280,120,65,5,n93-1,17.0,8.945833
17.25,0.25,17.25,0.25,8280,120,74,1,n85-1,17.0,8.945833
17.5,0.25,17.5,0.25,8400,120,57,5,n94-1,17.0,8.945833
17.5,0.25,17.5,0.25,8400,120,81,1,n86-1,17.0,8.945833
17.75,0.25,17.75,0.25,8520,120,64,5,n95-1,17.0,8.945833
