xml_id	midi_id	track	channel	pitch	onset
n6-1	deletion
n1-1	n7	1	0	48	2.5854166666666663
n8-1	deletion
n3-1	n11	1	0	51	3.4114583333333335
n9-1	n9	1	0	44	3.028125
n10-1	deletion
n4-1	n17	1	0	56	4.610416666666662
n12-1	deletion
n5-1	n13	1	0	58	3.8000000000000003
n20-1	deletion
n19-1	deletion
n11-1	n15	1	0	60	4.223958333333331
n21-1	deletion
n22-1	deletion
n13-1	n19	1	0	63	5.0218749999999925
n14-1	n21	1	0	70	5.430208333333324
n26-1	n27	1	0	70	6.8739583333333165
n24-1	deletion
n23-1	deletion
n16-1	n29	1	0	68	7.3604166666666435
n15-1	n23	1	0	72	5.946874999999986
n25-1	deletion
n17-1	deletion
n18-1	n26	1	0	82	6.84479166666665
n35-1	n31	1	0	67	8.019791666666642
n34-1	deletion
n28-1	n30	1	0	79	8.008333333333308
n27-1	deletion
n37-1	deletion
n36-1	deletion
n30-1	deletion
n29-1	deletion
n38-1	n37	1	0	67	12.654166666666642
n31-1	n36	1	0	79	12.627083333333308
n39-1	n39	1	0	66	13.065624999999974
n51-1	n43	1	0	66	13.743749999999974
n32-1	n38	1	0	78	13.037499999999975
n42-1	n42	1	0	78	13.714583333333307
n53-1	deletion
n52-1	n47	1	0	67	14.419791666666645
n44-1	deletion
n43-1	n46	1	0	79	14.389583333333313
n54-1	n55	1	0	65	16.594791666666655
n55-1	deletion
n45-1	n54	1	0	77	16.557291666666654
n46-1	deletion
n58-1	n57	1	0	63	16.904166666666658
n57-1	deletion
n56-1	deletion
n49-1	n56	1	0	75	16.877083333333324
n48-1	deletion
n47-1	deletion
n67-1	n61	1	0	62	17.577083333333338
n66-1	deletion
n60-1	n60	1	0	74	17.56666666666667
n59-1	deletion
n70-1	deletion
n69-1	deletion
n68-1	deletion
n63-1	deletion
n62-1	deletion
n61-1	deletion
n71-1	deletion
n64-1	deletion
n77-1	deletion
n78-1	n68	1	0	55	23.993750000000016
n79-1	deletion
n74-1	deletion
n75-1	deletion
n81-1	deletion
n82-1	deletion
n83-1	deletion
n80-1	deletion
n95-1	deletion
n85-1	n95	1	0	60	35.63750000000012
n90-1	n99	1	0	60	36.29270833333346
n86-1	n88	1	0	62	34.62291666666674
n93-1	deletion
n87-1	deletion
n92-1	deletion
n98-1	n96	1	0	67	36.25000000000013
n105-1	n107	1	0	67	39.079166666666794
n89-1	n106	1	0	69	38.745833333333465
n88-1	deletion
n110-1	n109	1	0	43	39.55625000000013
n109-1	deletion
n112-1	n110	1	0	58	39.55833333333346
n102-1	deletion
n100-1	deletion
n101-1	n102	1	0	62	38.02395833333346
n104-1	n108	1	0	62	39.5447916666668
n103-1	deletion
n99-1	deletion
n113-1	n112	1	0	58	40.01875000000012
n106-1	n111	1	0	62	40.00312500000012
n107-1	deletion
n114-1	deletion
n129-1	n118	1	0	57	41.06875000000015
n131-1	n122	1	0	57	41.57500000000015
n130-1	deletion
n132-1	deletion
n124-1	deletion
n115-1	deletion
n120-1	deletion
n122-1	deletion
n121-1	deletion
n123-1	deletion
n134-1	n127	1	0	38	42.67187500000018
n135-1	n131	1	0	38	43.405208333333526
n116-1	n126	1	0	62	42.659375000000175
n127-1	n128	1	0	62	43.37916666666686
n126-1	n123	1	0	66	42.14062500000016
n117-1	deletion
n136-1	n140	1	0	67	45.94270833333357
n119-1	n139	1	0	69	45.6729166666669
n118-1	deletion
