onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,last_beat,last_beat_ref
-4.0,1.0,-2.0,0.5,0,12,60,5,n4-1,-10.0,-10.0
-4.0,1.0,-2.0,0.5,0,12,72,1,n1-1,-10.0,-10.0
-3.0,2.0,-1.5,1.0,12,24,60,5,n5-1,-3.0,0.95192
-3.0,2.0,-1.5,1.0,12,24,72,1,n2-1,-3.0,0.95192
-1.0,1.0,-0.5,0.5,36,12,60,5,n6-1,-3.0,0.95192
-1.0,1.0,-0.5,0.5,36,12,72,1,n3-1,-3.0,0.95192
0.0,2.0,0.0,1.0,48,24,60,5,n11-1,0.0,2.105763
0.0,2.0,0.0,1.0,48,24,72,1,n7-1,0.0,2.105763
2.0,1.0,1.0,0.5,72,12,60,5,n12-1,0.0,2.105763
2.0,1.0,1.0,0.5,72,12,72,1,n8-1,0.0,2.105763
3.0,2.0,1.5,1.0,84,24,60,5,n13-1,3.0,3.254264
3.0,2.0,1.5,1.0,84,24,72,1,n9-1,3.0,3.254264
5.0,1.0,2.5,0.5,108,12,60,5,n14-1,3.0,3.254264
5.0,1.0,2.5,0.5,108,12,72,1,n10-1,3.0,3.254264
6.0,2.0,3.0,1.0,120,24,53,5,n23-1,6.0,4.827978
6.0,2.0,3.0,1.0,120,24,60,5,n24-1,6.0,4.827978
6.0,2.0,3.0,1.0,120,24,69,1,n15-1,6.0,4.827978
6.0,2.0,3.0,1.0,120,24,72,1,n16-1,6.0,4.827978
8.0,1.0,4.0,0.5,144,12,53,5,n25-1,6.0,4.827978
8.0,1.0,4.0,0.5,144,12,60,5,n26-1,6.0,4.827978
8.0,1.0,4.0,0.5,144,12,69,1,n17-1,6.0,4.827978
8.0,1.0,4.0,0.5,144,12,72,1,n18-1,6.0,4.827978
9.0,2.0,4.5,1.0,156,24,53,5,n27-1,9.0,6.141008
9.0,2.0,4.5,1.0,156,24,60,5,n28-1,9.0,6.141008
9.0,2.0,4.5,1.0,156,24,70,1,n19-1,9.0,6.141008
9.0,2.0,4.5,1.0,156,24,72,1,n20-1,9.0,6.141008
11.0,1.0,5.5,0.5,180,12,53,5,n29-1,9.0,6.141008
11.0,1.0,5.5,0.5,180,12,60,5,n30-1,9.0,6.141008
11.0,1.0,5.5,0.5,180,12,70,1,n21-1,9.0,6.141008
11.0,1.0,5.5,0.5,180,12,72,1,n22-1,9.0,6.141008
12.0,2.0,6.0,1.0,192,24,53,5,n40-1,12.0,7.309273
12.0,2.0,6.0,1.0,192,24,60,5,n41-1,12.0,7.309273
