xml_id	midi_id	track	channel	pitch	onset
n8-1	n1	1	0	31	1.0221354166666667
n2-1	n2	1	0	43	1.0442708333333335
n3-1	n0	1	0	55	1.0091145833333335
n10-1	deletion
n5-1	deletion
n6-1	deletion
n20-1	deletion
n12-1	deletion
n16-1	deletion
n13-1	deletion
n21-1	deletion
n17-1	deletion
n22-1	deletion
n18-1	deletion
n30-1	deletion
n26-1	deletion
n31-1	deletion
n27-1	deletion
n32-1	deletion
n28-1	deletion
n33-1	deletion
n29-1	deletion
n41-1	n23	1	0	31	17.02734375
n43-1	deletion
n35-1	n22	1	0	43	17.01953125
n38-1	deletion
n36-1	n21	1	0	55	16.983072916666668
n39-1	deletion
n53-1	deletion
n45-1	deletion
n49-1	deletion
n46-1	deletion
n54-1	deletion
n50-1	deletion
n55-1	deletion
n51-1	deletion
n63-1	deletion
n59-1	deletion
n64-1	deletion
n60-1	deletion
n65-1	deletion
n61-1	deletion
n66-1	deletion
n62-1	deletion
n76-1	n43	1	0	31	34.13151041666664
n74-1	deletion
n68-1	n42	1	0	43	34.12239583333331
n69-1	n45	1	0	55	34.21744791666665
n71-1	n47	1	0	43	34.78515624999999
n86-1	deletion
n72-1	n46	1	0	55	34.77864583333333
n85-1	deletion
n78-1	deletion
n79-1	deletion
n89-1	deletion
n90-1	deletion
n81-1	deletion
n82-1	deletion
n97-1	deletion
n98-1	deletion
n91-1	deletion
n92-1	deletion
n99-1	n70	1	0	46	38.157552083333336
n100-1	n72	1	0	58	38.15885416666667
n93-1	n71	1	0	70	38.157552083333336
n94-1	n73	1	0	82	38.16276041666667
n101-1	deletion
n102-1	deletion
n95-1	deletion
n96-1	deletion
n111-1	deletion
n112-1	deletion
n103-1	deletion
n104-1	deletion
n117-1	deletion
n115-1	deletion
n113-1	deletion
n118-1	deletion
n116-1	deletion
n114-1	deletion
n109-1	deletion
n107-1	deletion
n105-1	deletion
n110-1	deletion
n108-1	deletion
n106-1	deletion
n129-1	n89	1	0	40	39.71223958333335
n130-1	n88	1	0	52	39.70833333333335
n119-1	n86	1	0	64	39.707031250000014
n120-1	n87	1	0	76	39.707031250000014
n133-1	deletion
n134-1	deletion
n123-1	deletion
n124-1	deletion
n135-1	n106	1	0	40	41.658854166666714
n137-1	deletion
n136-1	n103	1	0	52	41.64713541666671
n138-1	deletion
n125-1	n105	1	0	64	41.65755208333338
n127-1	deletion
n126-1	n104	1	0	76	41.65234375000004
n128-1	deletion
n147-1	deletion
n148-1	deletion
n139-1	deletion
n140-1	deletion
n153-1	n118	1	0	37	43.570312500000064
n151-1	deletion
n149-1	deletion
n154-1	deletion
n152-1	deletion
n150-1	deletion
n145-1	deletion
n143-1	deletion
n141-1	deletion
n146-1	deletion
n144-1	deletion
n142-1	deletion
n159-1	n116	1	0	34	43.4622395833334
n160-1	deletion
n155-1	deletion
n156-1	deletion
n164-1	deletion
n165-1	n128	1	0	35	45.0989583333334
n166-1	n127	1	0	37	45.0247395833334
n174-1	n126	1	0	38	44.7513020833334
n175-1	deletion
n176-1	deletion
n177-1	deletion
n170-1	n130	1	0	54	45.2317708333334
n171-1	n131	1	0	59	45.234375000000064
n168-1	deletion
n180-1	deletion
n179-1	n139	1	0	37	49.11067708333342
n178-1	deletion
n182-1	deletion
n181-1	deletion
n172-1	deletion
n173-1	deletion
n169-1	deletion
n192-1	n141	1	0	40	49.19661458333342
n187-1	n145	1	0	55	49.81640625000009
n190-1	n143	1	0	58	49.81250000000009
n184-1	n146	1	0	61	49.81770833333343
n204-1	n156	1	0	61	50.81770833333345
n196-1	deletion
n197-1	n151	1	0	37	50.6718750000001
n198-1	deletion
n208-1	n149	1	0	40	50.307291666666764
n209-1	deletion
n210-1	deletion
n211-1	deletion
n202-1	n154	1	0	55	50.816406250000114
n203-1	n155	1	0	58	50.81770833333345
n200-1	deletion
n214-1	deletion
n213-1	deletion
n212-1	deletion
n216-1	n179	1	0	43	56.098958333333506
n215-1	deletion
n205-1	n166	1	0	55	55.393229166666835
n206-1	deletion
n207-1	deletion
n201-1	deletion
n228-1	deletion
n223-1	n170	1	0	57	55.738281250000156
n225-1	deletion
n217-1	deletion
n226-1	n169	1	0	60	55.656250000000156
n218-1	n168	1	0	63	55.554687500000156
n232-1	n187	1	0	54	56.75130208333353
n233-1	n188	1	0	60	56.75130208333353
n221-1	n186	1	0	63	56.73567708333353
n222-1	n185	1	0	69	56.71223958333353
n255-1	n189	1	0	55	56.92317708333353
n238-1	n192	1	0	60	57.16406250000021
n237-1	n191	1	0	63	57.06901041666688
n236-1	n190	1	0	67	56.989583333333535
n242-1	n200	1	0	48	57.50651041666689
n241-1	n195	1	0	51	57.40885416666689
n240-1	n194	1	0	55	57.31640625000022
n239-1	n193	1	0	57	57.236979166666885
n248-1	n199	1	0	67	57.438802083333556
n249-1	n198	1	0	72	57.42838541666689
n250-1	n197	1	0	75	57.427083333333556
n251-1	n196	1	0	79	57.41276041666689
n259-1	n202	1	0	43	57.59375000000022
n260-1	n206	1	0	65	57.81250000000022
n252-1	n207	1	0	68	57.81250000000022
n253-1	n205	1	0	72	57.80859375000022
n254-1	n203	1	0	80	57.78776041666689
n262-1	deletion
n263-1	deletion
n245-1	deletion
n246-1	n213	1	0	69	58.42317708333356
n285-1	deletion
n268-1	deletion
n267-1	deletion
n266-1	deletion
n272-1	deletion
n271-1	deletion
n270-1	deletion
n269-1	n217	1	0	57	58.72135416666689
n278-1	n225	1	0	67	59.2057291666669
n279-1	deletion
n280-1	deletion
n281-1	n226	1	0	79	59.210937500000234
n289-1	deletion
n290-1	n214	1	0	65	58.50000000000023
n282-1	deletion
n283-1	deletion
n284-1	deletion
n292-1	n232	1	0	56	59.57552083333356
n293-1	n230	1	0	62	59.5651041666669
n275-1	n231	1	0	65	59.5729166666669
n276-1	n229	1	0	71	59.542968750000234
n315-1	n233	1	0	57	59.7526041666669
n298-1	n236	1	0	62	59.9869791666669
n297-1	n235	1	0	65	59.917968750000234
n296-1	n234	1	0	69	59.8346354166669
n302-1	n244	1	0	50	60.303385416666906
n301-1	n239	1	0	53	60.21484375000024
n300-1	n238	1	0	57	60.11848958333357
n299-1	n237	1	0	59	60.07161458333357
n308-1	n243	1	0	69	60.260416666666906
n309-1	n242	1	0	74	60.25781250000024
n310-1	n241	1	0	77	60.25000000000024
n311-1	n240	1	0	81	60.23828125000024
n319-1	n245	1	0	45	60.39973958333358
n320-1	n247	1	0	67	60.60937500000025
n312-1	n248	1	0	70	60.60937500000025
n313-1	deletion
n314-1	n246	1	0	82	60.602864583333584
n322-1	deletion
n323-1	deletion
n305-1	deletion
n306-1	n255	1	0	71	61.23828125000026
n345-1	deletion
n328-1	deletion
n327-1	deletion
n326-1	deletion
n332-1	deletion
n331-1	deletion
n330-1	deletion
n329-1	n259	1	0	59	61.548177083333606
n338-1	n270	1	0	69	62.006510416666956
n339-1	deletion
n340-1	deletion
n341-1	n268	1	0	81	62.000000000000284
n349-1	deletion
n350-1	n256	1	0	67	61.311197916666934
n342-1	deletion
n343-1	deletion
n344-1	deletion
n352-1	n274	1	0	58	62.35156250000029
n353-1	n272	1	0	64	62.34505208333363
n335-1	n273	1	0	67	62.34895833333363
n336-1	n271	1	0	72	62.32812500000029
n375-1	n275	1	0	59	62.51953125000029
n358-1	n278	1	0	64	62.75781250000029
n357-1	n277	1	0	67	62.6718750000003
n356-1	n276	1	0	71	62.58723958333363
n362-1	n286	1	0	52	63.19010416666697
n361-1	n282	1	0	55	63.05729166666696
n360-1	n280	1	0	59	62.93098958333363
n359-1	n279	1	0	60	62.84114583333363
n368-1	n284	1	0	71	63.0664062500003
n369-1	n285	1	0	76	63.067708333333634
n370-1	n283	1	0	79	63.05989583333363
n371-1	n281	1	0	83	63.0546875000003
n379-1	n287	1	0	47	63.266927083333634
n380-1	n295	1	0	69	63.76562500000032
n372-1	n292	1	0	72	63.47656250000032
n400-1	n308	1	0	76	64.2500000000003
n373-1	deletion
n374-1	n290	1	0	84	63.47005208333365
n382-1	deletion
n383-1	n294	1	0	64	63.670572916666984
n365-1	deletion
n366-1	n300	1	0	72	63.85937500000032
n390-1	n309	1	0	59	64.31510416666696
n407-1	deletion
n388-1	deletion
n387-1	deletion
n386-1	n301	1	0	71	63.96614583333365
n392-1	deletion
n391-1	deletion
n389-1	n307	1	0	60	64.2500000000003
n399-1	deletion
n401-1	n329	1	0	79	65.9817708333336
n402-1	deletion
n411-1	n317	1	0	47	64.72916666666693
n412-1	deletion
n413-1	n310	1	0	57	64.43880208333361
n414-1	deletion
n403-1	deletion
n404-1	deletion
n405-1	n320	1	0	81	65.0052083333336
n396-1	n321	1	0	81	65.08984375000027
n406-1	n313	1	0	84	64.64843750000027
n415-1	deletion
n416-1	deletion
n418-1	deletion
n417-1	deletion
n394-1	deletion
n395-1	n324	1	0	78	65.09505208333361
n397-1	n332	1	0	87	65.98307291666693
n443-1	deletion
n442-1	deletion
n441-1	deletion
n440-1	deletion
n423-1	deletion
n424-1	deletion
n425-1	deletion
n426-1	deletion
n447-1	deletion
n446-1	deletion
n445-1	deletion
n444-1	deletion
n427-1	deletion
n428-1	deletion
n429-1	deletion
n430-1	deletion
n451-1	deletion
n450-1	deletion
n449-1	deletion
n448-1	deletion
n431-1	deletion
n432-1	deletion
n433-1	deletion
n434-1	deletion
n453-1	deletion
n454-1	deletion
n436-1	deletion
n437-1	n348	1	0	82	67.96614583333356
n438-1	deletion
n439-1	deletion
n464-1	deletion
n465-1	deletion
n455-1	n362	1	0	79	69.02734375000024
n461-1	n361	1	0	82	68.90234375000024
n456-1	deletion
n457-1	deletion
n458-1	deletion
n466-1	deletion
n467-1	deletion
n468-1	deletion
n469-1	n366	1	0	67	69.35807291666691
n473-1	deletion
n459-1	n365	1	0	70	69.27734375000024
n462-1	deletion
n460-1	deletion
n470-1	n370	1	0	55	69.67578125000026
n471-1	n369	1	0	58	69.60286458333358
n472-1	deletion
n463-1	deletion
n489-1	deletion
n490-1	deletion
n491-1	n367	1	0	64	69.44401041666691
n492-1	deletion
n474-1	deletion
n475-1	deletion
n480-1	deletion
n479-1	deletion
n478-1	deletion
n484-1	deletion
n483-1	deletion
n482-1	deletion
n481-1	deletion
n488-1	n380	1	0	55	71.80859375000027
n487-1	deletion
n486-1	n384	1	0	61	71.9700520833336
n485-1	n375	1	0	64	70.83463541666693
n499-1	n374	1	0	52	70.82682291666693
n509-1	n383	1	0	52	71.9036458333336
n523-1	n395	1	0	52	73.03515625000027
n508-1	deletion
n503-1	deletion
n510-1	deletion
n504-1	n382	1	0	64	71.89062500000027
n514-1	n394	1	0	64	73.02604166666694
n505-1	deletion
n520-1	deletion
n511-1	deletion
n524-1	n393	1	0	49	72.75130208333361
n522-1	deletion
n515-1	n392	1	0	61	72.74479166666694
n513-1	deletion
n525-1	deletion
n526-1	deletion
n516-1	deletion
n517-1	deletion
n527-1	n405	1	0	47	74.23828125000023
n528-1	deletion
n518-1	n398	1	0	59	73.70572916666691
n519-1	deletion
n541-1	deletion
n529-1	deletion
n545-1	deletion
n544-1	deletion
n543-1	deletion
n533-1	deletion
n532-1	n417	1	0	59	75.38932291666687
n555-1	n430	1	0	59	76.39453125000016
n531-1	n418	1	0	62	75.38932291666687
n556-1	n429	1	0	62	76.39062500000016
n546-1	deletion
n537-1	n431	1	0	44	76.71744791666681
n536-1	deletion
n535-1	deletion
n534-1	n428	1	0	53	76.39062500000016
n552-1	deletion
n551-1	deletion
n550-1	deletion
n549-1	n426	1	0	38	76.24869791666683
n538-1	deletion
n561-1	n423	1	0	30	75.89062500000017
n562-1	deletion
n563-1	n424	1	0	42	75.89062500000017
n564-1	deletion
n566-1	deletion
n565-1	deletion
n567-1	deletion
n554-1	deletion
n557-1	deletion
n573-1	deletion
n570-1	n464	1	0	38	79.86979166666683
n569-1	n463	1	0	40	79.71354166666684
n568-1	n462	1	0	42	79.48697916666684
n572-1	deletion
n571-1	n456	1	0	45	79.00000000000016
n591-1	n460	1	0	45	79.31770833333351
n558-1	deletion
n560-1	deletion
n559-1	deletion
n583-1	n455	1	0	43	78.91927083333348
n588-1	n457	1	0	43	79.08072916666683
n590-1	n459	1	0	43	79.2239583333335
n592-1	n461	1	0	43	79.36848958333351
n594-1	deletion
n589-1	n458	1	0	45	79.17187500000017
n593-1	deletion
n578-1	deletion
n596-1	deletion
n598-1	deletion
n600-1	deletion
n602-1	deletion
n595-1	deletion
n597-1	deletion
n599-1	deletion
n601-1	deletion
n581-1	deletion
n604-1	deletion
n606-1	deletion
n608-1	deletion
n610-1	deletion
n603-1	deletion
n605-1	deletion
n607-1	deletion
n609-1	deletion
n575-1	deletion
n587-1	deletion
n586-1	deletion
n585-1	deletion
n584-1	deletion
n619-1	deletion
n620-1	deletion
n621-1	deletion
n622-1	deletion
