onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,last_beat,last_beat_ref
0.0,1.0,0.0,0.5,0,120,37,5,n2-1,0.0,1.020833
1.0,1.0,0.5,0.5,120,120,56,5,n3-1,0.0,1.020833
2.0,1.0,1.0,0.5,240,120,61,5,n4-1,0.0,1.020833
2.0,1.0,1.0,0.5,240,120,65,5,n5-1,0.0,1.020833
3.0,1.0,1.5,0.5,360,120,60,5,n6-1,3.0,3.014583
3.0,1.0,1.5,0.5,360,120,66,5,n7-1,3.0,3.014583
4.0,2.0,2.0,1.0,480,240,56,5,n8-1,3.0,3.014583
6.0,1.0,3.0,0.5,720,120,37,5,n10-1,6.0,5.322917
7.0,1.0,3.5,0.5,840,120,56,5,n11-1,6.0,5.322917
8.0,1.0,4.0,0.5,960,120,61,5,n12-1,6.0,5.322917
8.0,1.0,4.0,0.5,960,120,65,5,n13-1,6.0,5.322917
9.0,1.0,4.5,0.5,1080,120,60,5,n14-1,9.0,7.196875
9.0,1.0,4.5,0.5,1080,120,66,5,n15-1,9.0,7.196875
10.0,2.0,5.0,1.0,1200,240,56,5,n16-1,9.0,7.196875
12.0,1.0,6.0,0.5,1440,120,37,5,n21-1,12.0,9.820833
12.0,3.0,6.0,1.5,1440,360,77,1,n17-1,12.0,9.820833
13.0,1.0,6.5,0.5,1560,120,56,5,n22-1,12.0,9.820833
14.0,1.0,7.0,0.5,1680,120,61,5,n23-1,12.0,9.820833
14.0,1.0,7.0,0.5,1680,120,65,5,n24-1,12.0,9.820833
15.0,1.0,7.5,0.5,1800,120,60,5,n25-1,15.0,12.067708
15.0,1.0,7.5,0.5,1800,120,66,5,n26-1,15.0,12.067708
15.0,1.0,7.5,0.5,1800,120,75,1,n18-1,15.0,12.067708
16.0,2.0,8.0,1.0,1920,240,56,5,n27-1,15.0,12.067708
16.0,1.0,8.0,0.5,1920,120,80,1,n19-1,15.0,12.067708
17.0,1.0,8.5,0.5,2040,120,77,1,n20-1,15.0,12.067708
18.0,1.0,9.0,0.5,2160,120,37,5,n34-1,18.0,13.884896
18.0,1.0,9.0,0.5,2160,120,75,1,n28-1,18.0,13.884896
19.0,1.0,9.5,0.5,2280,120,56,5,n35-1,18.0,13.884896
19.0,1.0,9.5,0.5,2280,120,77,1,n29-1,18.0,13.884896
20.0,1.0,10.0,0.5,2400,120,61,5,n36-1,18.0,13.884896
